business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
2zmsElyBgX5MT7dWoxsQlA,"""Paul Wong's Fine Chinese Cuisine""",,"""376 Kingston Road""",Pickering,ON,L1V 6K4,43.8104048,-79.1291668,3.0,10,1,Specialty Food;Food;Restaurants;Imported Food;Ethnic Food;Chinese
63tSL_NcNa_NkhEFfiwPJg,"""Kay Jewelers""",,"""26300 Cedar Rd""",Beachwood,OH,44122,41.4981065,-81.4942281,2.5,3,1,Shopping;Jewelry
e0dlUzbQYJ91h5yOfo_Y1w,"""Louis Vuitton Cleveland Saks""",,"""26100 Cedar Rd""",Beachwood,OH,44122,41.499494182,-81.4941087778,3.5,6,1,Shoe Stores;Fashion;Leather Goods;Eyewear & Opticians;Shopping
93EdKPCH1aFAOBntYy7N6g,"""Noreen's Cocktail Lounge""",Southeast,"""2799 E Tropicana Ave""",Las Vegas,NV,89121,36.099329,-115.1125775,4.5,30,1,Bars;Lounges;Nightlife
SydfWq9ijo7Q3nQprqPyNQ,"""Forever 21""",Downtown Core,"""Eaton's Ctr, 220 Yonge St""",Toronto,ON,M5B 2L7,43.6542101,-79.3814767,2.0,11,1,Fashion;Shopping
fagR06LyPNHuFbA5_gCU6g,"""I-Mart""",,"""928 N Alma School Rd""",Chandler,AZ,85224,33.3196266,-111.8592603,3.0,10,0,Convenience Stores;Restaurants;Grocery;Halal;Food
_01oyqZUcgUhUMWScGv3rQ,"""Rio Salado Electric""",,"""655 E Kino Dr""",Mesa,AZ,85203,33.430678,-111.8167498,5.0,4,1,Home Services;Electricians
dqouzF6chOQjtqw2ipiryA,"""Anthony Cools presents Strip Comedy""",,"""The Lounge at the Palms Hotel & Casino 4321 W Flamingo Rd""",Las Vegas,NV,89103,36.1104125,-115.2067011,3.0,3,1,Nightlife;Adult Entertainment
umdGWFEra3Bkeo2wbTNz4A,"""McDonald's""",,"""12900 W Thunderbird Rd""",El Mirage,AZ,85335,33.6106333182,-112.337106248,2.0,4,1,Restaurants;Fast Food;Burgers
P8IsTiHq5Hesa6UPL604ww,"""Los Taquitos""",,"""4747 E Elliot Rd, Ste 17""",Phoenix,AZ,85044,33.3480616,-111.9820214,4.0,719,1,Restaurants;Breakfast & Brunch;Mexican
Uh6EhbFKgQlhVpfvnqsfHA,"""BreadWorks""",North Side,"""2110 Brighton Rd""",Pittsburgh,PA,15212,40.4621686,-80.0190648,4.5,22,1,Caterers;Food;Bakeries;Restaurants;Event Planning & Services
uK5ug9t_Mvgewp44xnPlIA,"""Allan Abraham - State Farm Insurance Agent""",,"""14702 N Frank Lloyd Wright Blvd""",Scottsdale,AZ,85260,33.6200852,-111.8740648,3.5,3,1,Auto Insurance;Insurance;Financial Services;Home & Rental Insurance
ofXYE_RAJIjtyyhWE_rcFg,"""JS Hair""",St. Lawrence,"""120 Lower Sherbourne Street""",Toronto,ON,M5A 3Z4,43.6491575226,-79.3674545735,4.0,6,1,Beauty & Spas;Hair Salons;Nail Salons
MoCg23T8Pp-12HpGHZ9EIQ,"""Topshop""",Leith,"""Ocean Terminal, Ocean Dr""",Edinburgh,EDH,EH6 6JJ,55.9799148,-3.178026,2.0,3,0,Shopping;Fashion
WvC9K0ZEOTbR7fh-LNe5_A,"""Famous Toastery""",Sedgefield,"""2400 Park Rd""",Charlotte,NC,28203,35.1985012,-80.85265,3.5,265,1,Coffee & Tea;Food;Breakfast & Brunch;Restaurants
vIhggLfQstHgUmNc_O5TZw,"""Infinity Fitness Personal Training""",,"""""",Phoenix,AZ,85048,33.2909097,-112.0357137,5.0,3,1,Trainers;Specialty Food;Active Life;Fitness & Instruction;Food
6u0rUgAS7PfjFTx5jHFGog,"""Panera Bread""",,"""14035 E Independence Expy""",Indian Trail,NC,28079,35.0782238869,-80.653957352,2.5,27,1,Soup;Sandwiches;Bagels;Restaurants;Food;Breakfast & Brunch;Salad
koG71Tmokay8IBV580qanA,"""Blvd44""",Ville-Marie,"""2108 Boulevard Saint-laurent""",Montréal,QC,H2X 2T2,45.5123106,-73.5690167,2.5,12,1,Lounges;Nightlife;Dance Clubs;Bars
mP-fDa7plDzBPmzPz6ffzA,"""J.Crew Factory""",,"""1 Bass Pro Mills Drive, Space 159""",Vaughan,ON,L4K 5W4,43.8259665554,-79.5408344239,3.0,6,1,Fashion;Men's Clothing;Shopping;Women's Clothing;Accessories
VVvzONfcVnJaiqQIgFEh9g,"""K & A Greenhouse""",,"""7595 W Mineral Point Rd""",Verona,WI,53593,43.058715,-89.577288,3.5,5,1,Home & Garden;Shopping;Nurseries & Gardening
KziQgJpDZUE5EKHbWZ0Hag,"""Asteck Wireless""",The Beach,"""2218 Queen Steet E""",Toronto,ON,M4E 1E9,43.6726069,-79.2882925,4.5,5,1,IT Services & Computer Repair;Local Services;Mobile Phone Repair
7bKg_T6yIFWnJE_OTOK8Eg,"""Domino's Pizza""",,"""4207 Keele Street""",North York,ON,M3J 3T8,43.7728188,-79.4932719,2.5,7,1,Chicken Wings;Restaurants;Pizza;Event Planning & Services;Sandwiches;Caterers
vA2CrbE3FCPV02QAaoRC8g,"""L & J Motor Vehicle Services""",,"""14770 N 78th Way, Ste A""",Scottsdale,AZ,85260,33.6189507,-111.9106772,4.0,42,1,Public Services & Government;Hotels & Travel;Departments of Motor Vehicles;Registration Services;Automotive;Driving Schools;Specialty Schools;Travel Services;Education
cVGRpIaSIObbNYCPqC8snw,"""Summerlin Body Therapeutics""",,"""7455 W Washington Ave, Ste 210""",Las Vegas,NV,89128,36.1792293,-115.2554648,4.5,13,1,Skin Care;Beauty & Spas;Massage
YguQLsQqdFVs1P6hrkQnxQ,"""Front Street Animal Hospital""",,"""548 Front Street W""",Toronto,ON,M5V,43.6414237,-79.399315,4.0,22,1,Pet Services;Pets;Veterinarians;Pet Groomers
iN05YIebDTnlTz3kfuyfBQ,"""Aldo Coffee Co""",,"""675 Washington Rd""",Pittsburgh,PA,15228,40.3812488,-80.0442439,4.0,13,0,Coffee & Tea;Food
injYKO_LWoKvLOiRW5cpqQ,"""Ms Elsie's Caribbean Bed & Breakfast""",Cotswold,"""334 N Sharon Amity Rd""",Charlotte,NC,28211,35.1767128,-80.7940452,4.5,4,1,Hotels;Bed & Breakfast;Hotels & Travel;Event Planning & Services
CPLdwSd6L6oeENt_ebSnjQ,"""Peter Mitchell MD""",,"""2222 E Highland Ave, Ste 425""",Phoenix,AZ,85016,33.506354,-112.0332531,3.5,3,1,Doctors;Orthopedists;Sports Medicine;Health & Medical
ALrEOM54-J_ulSfJqOfb8g,"""Sun Devil Auto""",,"""7943 E McDowell Rd""",Scottsdale,AZ,85257,33.465434,-111.909315,3.5,56,1,Windshield Installation & Repair;Oil Change Stations;Automotive;Auto Glass Services;Auto Repair
vNNblU2mVeyp4UvgGwHxcg,"""Grand Slam Grooming""",,"""""",Pittsburgh,PA,15241,40.3205701,-80.0870155,5.0,3,1,Pet Groomers;Pet Services;Pets
uV9yyMyAHKLg2mxUHcHjfg,"""Queen City Audio Video & Appliances""",,"""2430 Queen City Dr""",Charlotte,NC,28208,35.2407812,-80.9088403,4.5,11,1,Electronics;Appliances;Home & Garden;Shopping;Mattresses
D6WpqR9w-Suwie5wbD7Cmg,"""Bounty Hunters""",Southeast,"""415 E Windmill Ln""",Las Vegas,NV,89123,36.0412748,-115.1540498,3.5,33,1,Bars;Nightlife
MskgyqzTW_PRgQbN-xnwlg,"""Popeyes Louisiana Kitchen""",,"""25 Peel Centre Drive""",Brampton,ON,L6T 3R5,43.714679,-79.726123,3.0,12,1,Fast Food;Chicken Wings;Restaurants
_Y_f6WKaNyuaYa1IzEAh5A,"""Haute Coffee""",The Annex,"""153 Dupont Street""",Toronto,ON,M5R 1V5,43.6757247859,-79.4027011965,4.5,16,1,Nightlife;Breakfast & Brunch;Bagels;Food;Coffee & Tea;Bars;Sandwiches;Wine Bars;Restaurants
tcf_IMRTRIGthlGVtdJLzg,"""Joe's Automotive Repair""",,"""24 Marshall St""",Champaign,IL,61820,40.1137436,-88.2419475,1.5,4,1,Auto Repair;Windshield Installation & Repair;Automotive;Transmission Repair
cccT1HYSn1e4gDbMx9xebA,"""Fit For Life""",Yonge and Eglinton,"""50 Eglinton Ave E""",Toronto,ON,M4P 1A6,43.707501,-79.3966189,4.5,32,1,Restaurants;Sandwiches;Delis
S6qB5AjZs8bfjY8IPgWetg,"""Avenue Nails & Esthetics""",The Annex,"""159 Dupont Street""",Toronto,ON,M4V 1B1,43.6755569,-79.4029845,3.0,6,0,Nail Salons;Beauty & Spas
WZ7she0FUB1xduta8wKgrw,"""Palma Pasta""",,"""2501 Prince Michael Drive""",Oakville,ON,L6H 0E9,43.4979717,-79.7071976,3.0,6,1,Caterers;Event Planning & Services;Restaurants;Italian
ZtyRPhyI6eaRP69XBLrDgg,"""Village Pub and Grill""",Southeast,"""5757 Wayne Newton Dr""",Las Vegas,NV,89119,36.08400027,-115.153739043,3.0,5,1,Breakfast & Brunch;Lounges;Nightlife;Bars;Restaurants;Pubs
80qlT-7liqYBXUQCeRLmUg,"""Volare Ristorante""",Etobicoke,"""753 The Queensway""",Etobicoke,ON,M8Z 1M8,43.625989,-79.5035368,3.5,12,1,Restaurants;Italian
3BfGGIJn8lxvu1k3ZZnL1w,"""Théâtre Corona""",Sud-Ouest,"""2490 Rue Notre-Dame O""",Montréal,QC,H3J 1N5,45.4827774,-73.5750063,4.0,16,1,Music Venues;Arts & Entertainment;Nightlife
I2VlqtF_J7TZvwh47J2L8A,"""Foot, Ankle & Hand Center of Las Vegas""",Westside,"""7135 W Sahara Ave, Ste 201""",Las Vegas,NV,89117,36.14343,-115.248349,3.5,47,1,Surgeons;Doctors;Sports Medicine;Orthopedists;Health & Medical;Podiatrists
p_IB-mepGK6xMZBC-20mZw,"""FINO for MEN""",Westside,"""7207 W Sahara Ave, Ste 100""",Las Vegas,NV,89117,36.1435692736,-115.250567996,5.0,351,1,Men's Hair Salons;Barbers;Shopping;Hair Salons;Hair Stylists;Cosmetics & Beauty Supply;Bespoke Clothing;Nail Salons;Beauty & Spas
vRTTNyUtWX1yIG7ZkFegLQ,"""South Charlotte Crossfit""",Starmount,"""5046 Old Pineville Rd, Ste 190""",Charlotte,NC,28217,35.1716594,-80.8793263,5.0,6,1,Active Life;Gyms;Fitness & Instruction;Trainers
cUmxFhM_fROWMwNdp2l9Eg,"""4-Paws N A Tail""",,"""14 New Hudson Rd""",Aurora,OH,44202,41.316502,-81.334199,2.5,3,1,Pet Sitting;Pet Services;Pets
PIiVJJ4mgiltU-u6Byn2_w,"""Wendy's""",,"""603 Clairton Blvd""",Pittsburgh,PA,15236,40.3333281,-79.9462715,1.0,3,1,Burgers;Fast Food;Restaurants
1g6AFMnXZAOc6Yb5l1tc0w,"""The Big Tin Shed""",,"""5855 N 51st Ave""",Glendale,AZ,85301,33.5211355,-112.1676638,2.5,13,0,Home & Garden;Shopping;Furniture Stores
YnmMeyYhZbE14AkH0b_9Pw,"""Highlands At Alexander Pointe""",University City,"""310 Highroad Dr""",Charlotte,NC,28202,35.324486,-80.734557,4.0,3,1,Real Estate;Home Services;Apartments
DgzbPdeO30IRDoj3m4Sifw,"""Fit Is Life Training""",Spring Valley,"""8665 W Flamingo Rd, Ste 114""",Las Vegas,NV,89147,36.1139721,-115.2810942,5.0,6,1,Trainers;Gyms;Active Life;Fitness & Instruction
ptlFWGYV5lPiXKFRWlblIw,"""The Gardiner Museum""",Yorkville,"""111 Queen's Park""",Toronto,ON,M5S 2C7,43.6681150579,-79.3929420663,3.5,24,1,Shopping;Art Classes;Education;Gift Shops;Museums;Arts & Entertainment;Flowers & Gifts
HsH_V7AyaO5XA4bA_sR3KA,"""Tangos Paw Palace""",Downsview,"""904 Wilson Avenue""",North York,ON,M3K 1E7,43.7301235,-79.4691891,3.5,3,1,Pet Groomers;Pet Services;Pets
d67JiBWNiwt0UOq_mtXp9Q,"""Marquis At Northcross""",,"""8701 Pinnacle Cross Dr""",Huntersville,NC,28078,35.4406913,-80.8751189,3.0,3,0,Real Estate;Apartments;Home Services
OKhUqOHz_qYay9qAf31CEw,"""Hôpital de Lachine""",Lachine,"""650 16E Avenue""",Lachine,QC,H8S 3N5,45.440848,-73.6774557,4.0,3,1,Hospitals;Health & Medical;Medical Centers
tmxFZfbJO0ZF7oYm2B3VMg,"""Cha Me Cha""",Willowdale,"""5369 Yonge Street""",Toronto,ON,M2N 5R6,43.7755208,-79.4143877,2.5,16,0,Tea Rooms;Food;Coffee & Tea;Restaurants;Taiwanese
uBN8f_-Iw8Z5lkGxbtNgJQ,"""Jamba Juice""",Eastside,"""2675 S Eastern Ave, Ste 400""",Las Vegas,NV,89169,36.1413152,-115.1195664,4.0,21,0,Food;Juice Bars & Smoothies
CJoYVTMTyglRFMcuFDl0Yg,"""Crawford's Village Bakery""",,"""2809 Highway 7 W""",Brampton,ON,L7A 0H5,43.655916,-79.840779,5.0,6,0,Bakeries;Food
6pVom_NkUPj341uTJprEig,"""Jay R Mellen, MD""",,"""3501 N Scottsdale Rd, Ste 320""",Scottsdale,AZ,85251,33.4889802,-111.9258418,2.5,3,1,Doctors;Proctologists;Health & Medical
-1m9o3vGRA8IBPNvNqKLmA,"""Bavette's Steakhouse & Bar""",The Strip,"""3770 Las Vegas Blvd S""",Las Vegas,NV,89109,36.10433,-115.175593333,4.5,38,1,African;Restaurants;Nightlife;Bars;Steakhouses;Cocktail Bars;American (New);Seafood
32rkWN6thY0-UlYIiQNebA,"""SuperPawn""",Westside,"""3270 S Valley View Blvd""",Las Vegas,NV,89102,36.1306165637,-115.189491462,2.0,9,1,Electronics;Shopping;Jewelry;Pawn Shops
vJYTDv0wOM5GlWc5cBkDYQ,"""The Spirit of Cuba""",Westside,"""P.O Box 27806""",Las Vegas,NV,89102,36.15858,-115.1968823,2.0,3,0,Event Planning & Services;Caterers
nt-WIzawneYgmYDlCc6MIQ,"""Barnes & Noble Booksellers""",,"""3807 S Gilbert Rd""",Gilbert,AZ,85296,33.2796213,-111.7891534,2.5,9,0,Toy Stores;Books;Mags;Music & Video;Bookstores;Music & DVDs;Shopping
YyfhcWvQUA7M38V-89ubAA,"""Prolete Natural Health Center""",,"""633 E Ray Rd, Ste 110""",Gilbert,AZ,85296,33.319962,-111.7761277,3.5,5,0,Medical Centers;Doctors;Health & Medical;Naturopathic/Holistic;Beauty & Spas;Medical Spas
0xQp-EkyyNpFLrh_h64_xA,"""The Auto Clinic""",Spring Valley,"""5390 S Decatur Blvd""",Las Vegas,NV,89118,36.092494,-115.207833,1.0,3,1,Automotive;Smog Check Stations;Auto Repair
1keodFkw2ZXQickkcHtw8Q,"""Day One Electric""",Spring Valley,"""""",Las Vegas,NV,89118,36.0809667,-115.2244853,4.5,11,1,Electricians;Home Services
0n2us6pzfJ4UK9qy1NWYOg,"""Wingstop""",,"""5130 W Baseline Rd""",Laveen,AZ,85339,33.3793445378,-112.168943658,2.5,36,1,Restaurants;Chicken Wings
mKNPKJDEXO1zIj-VlzwxZA,"""Journeys Kidz""",Westside,"""4300 Meadows Ln""",Las Vegas,NV,89107,36.1722572,-115.1963246,3.0,4,1,Shoe Stores;Fashion;Shopping
vPmJhiwZrr4Upap0X3UTQQ,"""E-Vapor Solutions""",,"""5359 Ridge Rd""",Parma,OH,44129,41.4152643,-81.7341404,3.0,4,1,Vape Shops;Shopping;Head Shops
2zdsqRvcsDgCF2fCXTGqpw,"""Gyro Spot""",,"""5587 Ridge Rd""",Parma,OH,44129,41.4096029,-81.7344807,2.5,6,1,Mediterranean;Sandwiches;Sports Bars;Restaurants;Greek;Bars;Nightlife
pgnFO51sk7Uwt-kb6OSIRg,"""Silhouette Beauty""",,"""13547 N Litchfield Rd, Ste 1""",Surprise,AZ,85379,33.6053883,-112.3590859,5.0,12,1,Teeth Whitening;Health & Medical;Eyelash Service;Massage Therapy;Permanent Makeup;Beauty & Spas;Skin Care
_G4IzpVmmG5V8AEueSA-3Q,"""Nardinis Salon Spa & Medi-Spa""",,"""4-6560 Meadowvale Town Centre Cir""",Mississauga,ON,L5N 4B7,43.5799248111,-79.7584104681,4.5,7,1,Day Spas;Hair Salons;Health & Medical;Beauty & Spas;Medical Spas
-k0Ksk_FSzQAiKU6tdjayg,"""Restaurant Tsv Steinhaldenfeld""",,"""Schmollerstr. 185""",Stuttgart,BW,70378,48.82974,9.24035,4.5,10,1,Swabian;Restaurants;Amateur Sports Teams;International;Sports Clubs;Active Life;Italian
ZCfFhmCpkMxVfnmKi1Nu9g,"""Hotel-Mack garni""",Hauptbahnhof,"""Kriegerstr. 7""",Stuttgart,BW,70191,48.7868,9.17956,3.0,3,1,Hotels & Travel;Wine Bars;Hotels;Bed & Breakfast;Bars;Nightlife;Event Planning & Services
T0JJDyxV7sSk3kuSWGKvcg,"""Circle K""",,"""7530 S Priest Dr""",Tempe,AZ,85283,33.349559,-111.963711,4.0,4,1,Convenience Stores;Food
FHRXRhWXXOIpftou7KxLuw,"""Buena Vision Optometry""",,"""6134 W Lake Mead Blvd, Ste 8""",Las Vegas,NV,89108,36.196787655,-115.224358032,5.0,5,1,Optometrists;Health & Medical
RC24XhaFXlntFlYrYmn_Zg,"""Pasta Cucina""",,"""Aliante Station Hotel & Casino, 7306 Aliante Pkwy""",North Las Vegas,NV,89084,36.2911461,-115.1817169,3.0,37,0,Restaurants;Italian
CFnO6hcjUAT7RoUdbGsEPQ,"""Brat und Brau""",Sherman,"""2933 N Sherman Ave""",Madison,WI,53704,43.1279566983,-89.3612542889,3.5,14,0,Burgers;Restaurants;Sandwiches;American (Traditional)
GHS75sMNEwY14gU0yQBjUg,"""Assistance League""",,"""3405 S Tryon St""",Charlotte,NC,28217,35.1968041,-80.8756645,4.0,6,1,Thrift Stores;Shopping
5cd6QVY_Eeuc17WuBdi8Aw,"""Freebirds Family Restaurant""",,"""7580 Charlotte Hwy""",Fort Mill,SC,29707,34.9324855031,-80.8346352847,2.5,16,0,Restaurants;Soul Food;Breakfast & Brunch;American (Traditional)
nCvRJKvJnjzrSpkK79E-5Q,"""Slapshots""",Dormont,"""2999 W Liberty Ave""",Pittsburgh,PA,15216,40.3930433,-80.0366408,2.5,7,1,Bars;American (New);Restaurants;Dive Bars;Nightlife
4gunIsK2aDK40EFb3wUqbQ,"""West Coast Auto Sales""",Sunrise,"""1546 N Nellis Blvd""",Las Vegas,NV,89110,36.187653,-115.061478,3.5,5,1,Automotive;Car Dealers
69X_1K-QxjEIwr1VDYnh0Q,"""Berry Bros Firewood""",,"""5317 E Washington St""",Phoenix,AZ,85034,33.445444,-111.967038,4.5,17,1,Local Services;Home Services;Food;Fireplace Services;Firewood
a911y0BuV1rjHXkXlFm3Ig,"""EAT BKK Thai Kitchen""",,"""4704 Yonge Street""",Toronto,ON,M2N 5M4,43.759247,-79.4107601,4.0,155,1,Food Delivery Services;Food;Restaurants;Thai;Noodles;Asian Fusion
96teqV-_jEfXs2NUae6bEA,"""Rock Paper Bloom""",Summerlin,"""968 Chestnut Chase St""",Las Vegas,NV,89138,36.1617133,-115.3390553,5.0,9,1,Event Planning & Services;Photo Booth Rentals;Party Equipment Rentals;Party Supplies
V9vv0Me8RDKVGcRwn5dYmQ,"""Bella Mi Salon and Nail Spa""",,"""4429 W Flamingo Rd""",Las Vegas,NV,89103,36.1146776,-115.2007101,4.5,39,1,Hair Salons;Hair Extensions;Beauty & Spas;Makeup Artists;Nail Salons
kBZSrkau0XynQPlOz3zHUQ,"""Q Esthetics Laser Clinic""",,"""MCI The Doctor's Office, 800 Steeles Avenue W""",Thornhill,ON,L4J 7L2,43.7929685199,-79.4482834315,3.5,11,1,Laser Hair Removal;Hair Removal;Tattoo Removal;Medical Spas;Health & Medical;Doctors;Beauty & Spas;Skin Care
i-wNFGH7j8Kr9KQwyzwgNA,"""National Event Venue""",,"""1000 Finch Avenue W""",North York,ON,M3J 3J4,43.7690717,-79.4693148,3.5,7,1,Event Planning & Services;Restaurants;Caterers;Venues & Event Spaces;Russian
Fj7byWJ2ALHIaKKLTWzsRA,"""Ferme Guyon""",,"""1001 Rue Patrick-Farrar""",Chambly,QC,J3L 4N7,45.4120598981,-73.3121245129,4.0,3,1,Nurseries & Gardening;Local Flavor;Venues & Event Spaces;Home & Garden;Cheese Shops;Event Planning & Services;Farms;Arts & Entertainment;Food;Farmers Market;Specialty Food;Delicatessen;Shopping
RttisSZQkaRtR7vNZTTnXw,"""Bruegger's Bagels""",,"""4885 McKnight Rd""",Pittsburgh,PA,15237,40.529616,-80.010025,2.5,13,1,Breakfast & Brunch;Food;Sandwiches;Restaurants;Bakeries;Bagels
En2mWRSed9JXpe2XYo67qA,"""G&M Neighborhood""",,"""7102 E Baseline Rd, Ste 107""",Mesa,AZ,85209,33.3798025,-111.6801314,5.0,3,1,Men's Hair Salons;Beauty & Spas;Barbers;Hair Salons
UVDZbVVAo-m-15lfKHj88w,"""Emerald Skies Production""",,"""2040 S Longmore, Ste 8""",Mesa,AZ,85202,33.3771381,-111.8690365,5.0,5,1,Event Planning & Services;Photographers;Videographers;Cinema;Arts & Entertainment
-Q6B8b3LOdXssRBRoREsRA,"""Clark Bar""",Tremont,"""1201 Clark Ave""",Cleveland,OH,44109,41.469792,-81.6900749,4.5,9,1,Dive Bars;Nightlife;Bars
4TWlOzOss0eUmwds6iPCaA,"""Best Buy""",,"""10330 N 90th St""",Scottsdale,AZ,85258,33.5800699,-111.8866103,3.0,14,0,Shopping;Electronics
kD-V-a0FfdCqMOknATD1Tw,"""Jiffy Lube""",Tenney - Lapham,"""1102 E Washington Ave""",Madison,WI,53703,43.085271,-89.36984,3.5,10,0,Automotive;Auto Repair;Oil Change Stations
l_m-NqAmswbUmY-pCHCqfg,"""RENT-A-LIFT""",,"""635 W Glenrosa Ave""",Phoenix,AZ,85013,33.4982156,-112.0827154,3.5,3,1,Auto Repair;Automotive;DIY Auto Shop
ed1KHQwsAYyFDrlUdwqJBA,"""China Bowl""",NoDa,"""3101 The Plz""",Charlotte,NC,28205,35.2393831,-80.798683,3.5,14,1,Restaurants;Chinese
6P-SAWkCd8UuNngLKIW8wQ,"""Lakeshore Falafel""",,"""1077 North Service Road""",Mississauga,ON,L4Y 1A6,43.5916487,-79.5757785,4.5,9,1,Falafel;Mediterranean;Restaurants
EDlGfPFcejyDvAOKpUgrKg,"""My Little Posy""",,"""""",Scottsdale,AZ,85251,33.4986286,-111.9224398,5.0,64,1,Florists;Wedding Planning;Event Planning & Services;Shopping;Flowers & Gifts
agINEgy0jHy5bkg4u2HOCQ,"""Sonic""",,"""517 Grandview Crossing Dr""",Gibsonia,PA,15044,40.644047,-79.938784,2.5,3,0,Fast Food;Restaurants
yTJjBt7PsbWxfuAbaCt7OQ,"""CosmoProf""",,"""5930 W Greenway, Ste 25 and 26A""",Glendale,AZ,85306,33.626225,-112.186895,5.0,9,1,Shopping;Men's Hair Salons;Cosmetics & Beauty Supply;Beauty & Spas;Hair Salons;Hair Extensions;Skin Care
Euyps8inh2sGzit7_JHZgQ,"""Walgreens""",,"""1620 N 59Th Ave""",Phoenix,AZ,85035,33.4666956,-112.1871381,4.0,3,1,Beauty & Spas;Photography Stores & Services;Drugstores;Shopping;Cosmetics & Beauty Supply;Food;Convenience Stores
dcP35A-1ZYZc_6r7jgl-vg,"""Oak Ridges Eye Care""",,"""12260 Yonge Street, Unit 3""",Richmond Hill,ON,L4E 0W5,43.9260815,-79.4505255,5.0,3,1,Optometrists;Laser Eye Surgery/Lasik;Eyewear & Opticians;Shopping;Health & Medical
GSHUbRDDhFzqR2eTDiM3dg,"""True REST Float Spa""",,"""2430 S Gilbert Rd, Ste B8""",Chandler,AZ,85286,33.2707575733,-111.790651089,5.0,40,1,Health & Medical;Float Spa;Massage Therapy;Oxygen Bars
p26WM22RrRvkyEztJd57ag,"""Urban Roadhouse""",,"""8807 Mentor Ave""",Mentor,OH,44060,41.6740925,-81.3247251,4.0,34,0,Steakhouses;Restaurants
zmQhZxJFvqwgQrnPuzrtsw,"""Mug A Bug""",,"""7153 N 69th Ave""",Glendale,AZ,85303,33.541674,-112.207089,5.0,3,1,Local Services;Pest Control
5H4coiGpvG3XdnU1Nde2xQ,"""Keung's Restaurant""",Unionville,"""8380 Kennedy Road""",Markham,ON,L3R 0W4,43.8607259,-79.304713,3.5,49,1,Chinese;Restaurants
GBKz_-486MN03tGu8LI7XA,"""Peter Piper Pizza""",,"""12851 W Bell Rd, Ste 20""",Surprise,AZ,85378,33.6378724709,-112.33736251,3.5,30,1,Pizza;Buffets;Chicken Wings;Restaurants
7MacgLhLGiXvZoZdhgeKPw,"""De Farine et d'Eau Fraîche""",Ville-Marie,"""1701 Rue Amherst""",Montréal,QC,H2L 3L4,45.518973,-73.5603338,4.5,42,1,Food;Sandwiches;Breakfast & Brunch;Restaurants;Coffee & Tea;Desserts
mpQzuOe5El0s9S7VtKxp1Q,"""Milo's Inn at Boulder""",,"""538 Nevada Way""",Boulder City,NV,89005,35.9775206,-114.837905,4.5,29,1,Coffee & Tea;Event Planning & Services;Hotels & Travel;Bakeries;Bed & Breakfast;Hotels;Food
5e9coD8KKCvsKUeQi953zw,"""The Designer Consignor""",,"""17118 Detroit Ave""",Lakewood,OH,44107,41.4855642,-81.8164795,4.5,11,1,Thrift Stores;Fashion;Shopping;Used;Vintage & Consignment
20uj8uiKxXxW94k8ivsPqw,"""Banfield Pet Hospital""",,"""8210 Plaza Dr""",Madison,WI,53719,43.0571701666,-89.5246347785,3.0,4,1,Pet Services;Health & Medical;Pets;Veterinarians
tMxzAzHSFJWjSu6CEjwtJQ,"""Posies Flower Studio""",Entertainment District,"""270 Wellington Street W, Suite 104""",Toronto,ON,M5V 3P5,43.6450676,-79.3908637,4.5,3,1,Flowers & Gifts;Shopping;Florists
ffXOeotInfX8G_dK5_s6Ag,"""Chen-Fu Fast Chinese Food""",,"""9623 E Independence Blvd, Ste N""",Matthews,NC,28105,35.1357117,-80.7126734,4.0,23,1,Chinese;Restaurants
gf8LY-OCB7AKnEYCXhmZdQ,"""Lowe's Home Improvement""",Spring Valley,"""5050 S Fort Apache Rd""",W Spring Valley,NV,89148,36.097164,-115.294495,3.0,53,1,Shopping;Hardware Stores;Home & Garden;Home Services;Lighting Fixtures & Equipment;Building Supplies;Nurseries & Gardening
DY_jcNlCjXIjBcqg0ilhIA,"""Sink or Swim Scuba""",,"""4310 Wilkinson Blvd""",Charlotte,NC,28208,35.226918,-80.91063,2.5,5,1,Sporting Goods;Shopping
cBsbRURKtG6sqbjwQ5TvoA,"""The Vue Event Venue""",Etobicoke,"""195 Galaxy Boulevard""",Toronto,ON,M9W 6R7,43.6776338,-79.5834804,4.0,8,1,Venues & Event Spaces;Event Planning & Services
w4XhUSyoTCGRVQ4f8YQ6Kg,"""Pointe""",Eastside,"""4800 East Tropicana Ave.""",Las Vegas,NV,89121,36.1008147,-115.06919,3.5,3,0,Home Services;Real Estate;Apartments
5A86y0jNE6vpKk983iWKUQ,"""Select Auto Body""",,"""545 W Highland Ave""",Phoenix,AZ,85013,33.5055069,-112.0819953,5.0,91,1,Automotive;Auto Repair;Body Shops
qNfZ-qKq92kPrDYNcexZ9Q,"""Chocolats Privilège""",Sud-Ouest,"""138 Avenue Atwater""",Montréal,QC,H3J 2Z6,45.4796561,-73.5768779,4.0,13,1,Specialty Food;Food;Chocolatiers & Shops
bW4PSMVTZrxkcwpjU0xrVg,"""Rockcliff Auto""",Scarborough,"""3264 Ave Danforth""",Scarborough,ON,M1L 1C3,43.6929705,-79.2810785,2.5,3,1,Car Dealers;Automotive
